Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
5235,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,156.0,9.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,156.0,9.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,100.0,4.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,"Saima Jinnah Avenue, Malir",Malir,Flat,2.0,3.0,144.0,22.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,"DHA Phase 5, DHA Defence",DHA Defence,Flat,2.0,2.0,50.0,6.2,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,72.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5242,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,19.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5243,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,18.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5244,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5245,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5246,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,18.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5247,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,,,350.0,22.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5248,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,,,500.0,48.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5249,Gulistan-e-Jauhar,Gulistan-e-Jauhar,House,,,200.0,43.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,,,156.0,15.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,"DHA Phase 6, DHA Defence",DHA Defence,House,5.0,6.0,700.0,130.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,"Saadi Town, Scheme 33",Scheme 33,House,,,120.0,21.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,"HMR Waterfront, DHA Phase 8, DHA Defence",DHA Defence,Flat,2.0,3.0,300.0,35.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,3.0,4.0,261.0,24.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,"DHA Phase 4, DHA Defence",DHA Defence,House,5.0,5.0,300.0,87.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5258,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,150.0,16.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,"DHA Phase 6, DHA Defence",DHA Defence,Flat,3.0,3.0,222.0,30.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,72.0,8.4,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261,"North Nazimabad - Block F, North Nazimabad",North Nazimabad,Flat,,,100.0,12.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5263,"PIA Housing Society, Faisal Cantonment, Cantt",Cantt,House,6.0,6.0,200.0,37.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5264,Amil Colony,Amil Colony,Flat,3.0,3.0,144.0,22.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,23.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5267,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5268,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,19.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5269,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,18.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5270,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,17.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5271,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5272,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5273,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,18.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5274,"Rafi Pride 2, Gulshan-e-Rafi, Malir",Malir,Flat,2.0,2.0,95.0,6.3,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5277,"Kings Cottages, Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,3.0,3.0,156.0,15.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,"Allahwala Town - Sector 31-B, Allahwala Town, Korangi",Korangi,House,6.0,4.0,104.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5282,"Model Colony - Malir, Malir",Malir,House,,,100.0,21.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5283,"PECHS Block 6, PECHS, Jamshed Town",Jamshed Town,House,,,600.0,130.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,Shaheed Millat Road,Shaheed Millat Road,House,,,500.0,140.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,House,,,300.0,130.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,House,,,300.0,110.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,House,,,250.0,85.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,"PECHS Block 3, PECHS, Jamshed Town",Jamshed Town,House,,,430.0,135.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,,,350.0,22.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5292,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,,,500.0,48.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5293,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,23.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5294,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5295,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,17.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5296,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5297,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,18.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5298,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,,,350.0,22.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5300,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,Flat,,,133.0,15.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,5.0,5.0,500.0,50.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,Gohar Green City,Gohar Green City,Flat,2.0,2.0,67.0,6.6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,"North Nazimabad - Block K, North Nazimabad",North Nazimabad,Flat,2.0,2.0,111.0,11.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,"North Nazimabad - Block B, North Nazimabad",North Nazimabad,House,4.0,5.0,200.0,41.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,100.0,18.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,"Diamond City, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,8.0,5.0,100.0,13.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,,,500.0,48.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5317,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,23.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5318,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5319,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,19.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5320,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,18.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5321,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,17.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5322,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5323,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5324,"Surjani Town, Gadap Town",Gadap Town,Flat,3.0,2.0,72.0,3.6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,"Clifton - Block 4, Clifton",Clifton,Flat,3.0,3.0,250.0,25.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5329,P & T Colony,P & T Colony,Flat,3.0,3.0,156.0,12.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332,"North Nazimabad - Block T, North Nazimabad",North Nazimabad,House,6.0,6.0,200.0,32.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,"Bahadurabad, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,4.0,4.0,233.0,56.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334,"PECHS Block 6, PECHS, Jamshed Town",Jamshed Town,House,7.0,7.0,1000.0,235.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,Shaheed Millat Road,Shaheed Millat Road,Flat,3.0,3.0,189.0,45.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,"Saadi Town - Block 5, Saadi Town, Scheme 33",Scheme 33,House,6.0,6.0,240.0,42.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,"Saadi Town - Block 5, Saadi Town, Scheme 33",Scheme 33,House,6.0,6.0,120.0,24.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,Flat,2.0,2.0,125.0,11.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,"DOHS Phase 2, Malir Cantonment, Cantt",Cantt,House,3.0,3.0,311.0,51.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,18.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5342,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,,,350.0,22.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5343,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,,,500.0,48.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5344,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,23.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5345,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5346,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,200.0,19.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5347,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5348,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,18.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5349,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,156.0,15.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,"North Nazimabad - Block N, North Nazimabad",North Nazimabad,Flat,2.0,2.0,106.0,10.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
